Entity,Code,Year,$2.15 a day - Share of population in poverty,990305-annotations,$2.15 a day - Number in poverty,990286-annotations
Albania,ALB,1996,0.534846,,16944,
Albania,ALB,2002,1.0926474,,33337,
Albania,ALB,2005,0.5910857,,17800,
Albania,ALB,2008,0.19992515,,5892,
Albania,ALB,2012,0.6206909,,18003,
Albania,ALB,2014,1.0231007,,29558,
Albania,ALB,2015,0.096067496,,2767,
Albania,ALB,2016,0.13930316,,4006,
Albania,ALB,2017,0.39256993,,11280,
Albania,ALB,2018,0.04810705,,1379,
Albania,ALB,2019,0,,0,
Albania,ALB,2020,0.021277364,,604,
Algeria,DZA,1988,6.42,,1556402,
Algeria,DZA,1995,6.119,,1742570,
Algeria,DZA,2011,0,,0,
Angola,AGO,2000,21.360565,,3526425,
Angola,AGO,2008,14.589688,,3224262,
Angola,AGO,2018,31.122005,,9790093,
Argentina (urban),,1980,0,,0,
Argentina (urban),,1986,1.1191322,,294029,
Argentina (urban),,1987,1.1860859,,317837,
Argentina (urban),,1991,0.9720286,,281019,
Argentina (urban),,1992,1.6737126,,491843,
Argentina (urban),,1993,1.9766662,,590224,
Argentina (urban),,1994,1.9113266,,579825,
Argentina (urban),,1995,3.8554344,,1187855,
Argentina (urban),,1996,4.2175674,,1318924,
Argentina (urban),,1997,3.7657506,,1194498,
Argentina (urban),,1998,3.9691887,,1276500,
Argentina (urban),,1999,4.1879582,,1365425,
Argentina (urban),,2000,4.988261,,1648402,
Argentina (urban),,2001,8.234787,,2757085,
Argentina (urban),,2002,12.447155,,4220940,
Argentina (urban),,2003,5.3636475,,1841348,
Argentina (urban),,2004,3.8789883,,1347862,
Argentina (urban),,2005,2.68375,,944024,
Argentina (urban),,2006,2.1735892,,773974,
Argentina (urban),,2007,1.7975101,,647723,
Argentina (urban),,2008,1.637588,,597062,
Argentina (urban),,2009,1.5534867,,573190,
Argentina (urban),,2010,0.7465409,,276637,
Argentina (urban),,2011,0.71137697,,267078,
Argentina (urban),,2012,0.6470466,,246057,
Argentina (urban),,2013,0.6666751,,256735,
Argentina (urban),,2014,0.6047795,,235804,
Argentina (urban),,2016,0.69688517,,278340,
Argentina (urban),,2017,0.6037963,,243998,
Argentina (urban),,2018,1.0443243,,426890,
Argentina (urban),,2019,1.1097425,,458763,
Argentina (urban),,2020,1.1731251,,490331,
Argentina (urban),,2021,0.89421797,,377798,
Argentina (urban),,2022,0.61188984,,261255,
Armenia,ARM,1999,11.899414,,381499,
Armenia,ARM,2001,13.9747505,,437848,
Armenia,ARM,2002,9.966604,,309467,
Armenia,ARM,2003,7.5395174,,232526,
Armenia,ARM,2004,5.317806,,163030,
Armenia,ARM,2005,2.6295705,,80129,
Armenia,ARM,2006,1.9985934,,60487,
Armenia,ARM,2007,1.5362027,,46154,
Armenia,ARM,2008,0.8796942,,26245,
Armenia,ARM,2009,1.2476557,,36984,
Armenia,ARM,2010,0.9514653,,28033,
Armenia,ARM,2011,1.1850709,,34710,
Armenia,ARM,2012,0.8322223,,24254,
Armenia,ARM,2013,1.7382652,,50434,
Armenia,ARM,2014,1.4391431,,41590,
Armenia,ARM,2015,1.1463602,,32999,
Armenia,ARM,2016,1.1079466,,31752,
Armenia,ARM,2017,0.7856546,,22406,
Armenia,ARM,2018,1.339821,,38005,
Armenia,ARM,2019,1.0300698,,29054,
Armenia,ARM,2020,0.3520105,,9876,
Armenia,ARM,2021,0.5235208,,14611,
Armenia,ARM,2022,0.7810783,,21718,
Australia,AUS,1981,0.9935031,,148263,
Australia,AUS,1985,1.0013098,,158090,
Australia,AUS,1989,0.744275,,125145,
Australia,AUS,1995,0.74978226,,134997,
Australia,AUS,2001,0.7474116,,144061,
Australia,AUS,2003,0.9973307,,196681,
Australia,AUS,2004,0.7125372,,142028,
Australia,AUS,2008,0.36123243,,76759,
Australia,AUS,2010,0.34916842,,76928,
Australia,AUS,2014,0.4984838,,117022,
Australia,AUS,2016,0.49874178,,120650,
Australia,AUS,2018,0.49709398,,124091,
Austria,AUT,1994,0.23091485,,18326,
Austria,AUT,1995,0,,0,
Austria,AUT,1996,0,,0,
Austria,AUT,1997,0.24598348,,19600,
Austria,AUT,1998,0.23944513,,19100,
Austria,AUT,1999,0.22600505,,18063,
Austria,AUT,2000,0,,0,
Austria,AUT,2003,0.33220324,,26980,
Austria,AUT,2004,0.08165289,,6673,
Austria,AUT,2005,0.1536901,,12645,
Austria,AUT,2006,0.090110004,,7451,
Austria,AUT,2007,0.37229174,,30883,
Austria,AUT,2008,0.47116703,,39208,
Austria,AUT,2009,0.6562347,,54752,
Austria,AUT,2010,0.49070254,,41039,
Austria,AUT,2011,0.41540423,,34859,
Austria,AUT,2012,0.6169174,,52006,
Austria,AUT,2013,0.33799785,,28662,
Austria,AUT,2014,0.22426021,,19166,
Austria,AUT,2015,0.677193,,58528,
Austria,AUT,2016,0.6640636,,58017,
Austria,AUT,2017,0.3180896,,27984,
Austria,AUT,2018,0.56835836,,50246,
Austria,AUT,2019,0.6406389,,56888,
Austria,AUT,2020,0.68357754,,60954,
Austria,AUT,2021,0.4858222,,43509,
Azerbaijan,AZE,1995,12.420592,,954504,
Azerbaijan,AZE,2001,6.1576586,,499460,
Azerbaijan,AZE,2002,0.07950147,,6497,
Azerbaijan,AZE,2003,0.050580967,,4165,
Azerbaijan,AZE,2004,0,,0,
Azerbaijan,AZE,2005,0,,0,
Bangladesh,BGD,1983,37.284,,34409348,
Bangladesh,BGD,1985,31.957998,,31036146,
Bangladesh,BGD,1988,41.737,,43319356,
Bangladesh,BGD,1991,41.944866,,46247348,
Bangladesh,BGD,1995,33.668743,,40010284,
Bangladesh,BGD,2000,33.321335,,43048940,
Bangladesh,BGD,2005,23.96659,,33771944,
Bangladesh,BGD,2010,18.223856,,27042588,
Bangladesh,BGD,2016,13.468303,,21520270,
Bangladesh,BGD,2022,5.008496,,8573862,
Belarus,BLR,1998,21.763365,,2191998,
Belarus,BLR,1999,19.192299,,1924362,
Belarus,BLR,2000,13.642426,,1361461,
Belarus,BLR,2001,6.624224,,657689,
Belarus,BLR,2002,4.394347,,433526,
Belarus,BLR,2003,3.5103552,,343901,
Belarus,BLR,2004,1.3008308,,126573,
Belarus,BLR,2005,0.89088666,,86095,
Belarus,BLR,2006,0.39857948,,38283,
Belarus,BLR,2007,0.21858977,,20899,
Belarus,BLR,2008,0.16652432,,15866,
Belarus,BLR,2009,0.13817227,,13133,
Belarus,BLR,2010,0.033942714,,3219,
Belarus,BLR,2011,0.0065759616,,622,
Belarus,BLR,2012,0.01205592,,1139,
Belarus,BLR,2013,0,,0,
Belarus,BLR,2014,0,,0,
Belarus,BLR,2015,0,,0,
Belarus,BLR,2016,0,,0,
Belarus,BLR,2017,0,,0,
Belarus,BLR,2018,0,,0,
Belarus,BLR,2019,0,,0,
Belarus,BLR,2020,0,,0,
Belgium,BEL,1985,0.2401878,,23678,
Belgium,BEL,1988,0.4778089,,47311,
Belgium,BEL,1992,0.9832839,,98772,
Belgium,BEL,1995,0.41241008,,41805,
Belgium,BEL,1997,0.4924794,,50141,
Belgium,BEL,2000,0.305506,,31318,
Belgium,BEL,2003,0.29441932,,30549,
Belgium,BEL,2004,0.052021958,,5421,
Belgium,BEL,2005,0.19307023,,20231,
Belgium,BEL,2006,0.16894151,,17820,
Belgium,BEL,2007,0.15145147,,16093,
Belgium,BEL,2008,0.11841667,,12682,
Belgium,BEL,2009,0.107580915,,11615,
Belgium,BEL,2010,0.13711528,,14940,
Belgium,BEL,2011,0.16826819,,18574,
Belgium,BEL,2012,0.15657145,,17390,
Belgium,BEL,2013,0.14450805,,16126,
Belgium,BEL,2014,0.07649596,,8574,
Belgium,BEL,2015,0.07075855,,7977,
Belgium,BEL,2016,0.059816156,,6778,
Belgium,BEL,2017,0.14786859,,16820,
Belgium,BEL,2018,0.0811136,,9269,
Belgium,BEL,2019,0.07855247,,9025,
Belgium,BEL,2020,0.05472548,,6315,
Belgium,BEL,2021,0.02996537,,3472,
Belize,BLZ,1993,13.547187,,26306,
Belize,BLZ,1994,14.793828,,29353,
Belize,BLZ,1996,18.196114,,38183,
Belize,BLZ,1997,20.901537,,45381,
Belize,BLZ,1998,20.73299,,46630,
Belize,BLZ,1999,19.556927,,45515,
Benin,BEN,2003,53.089462,,4066232,
Benin,BEN,2011,54.26165,,5329210,
Benin,BEN,2015,50.70926,,5543934,
Benin,BEN,2018,20.082186,,2433070,
Benin,BEN,2021,12.723279,,1687600,
Bhutan,BTN,2003,13.3622055,,84800,
Bhutan,BTN,2007,5.853421,,39898,
Bhutan,BTN,2012,1.7303301,,12478,
Bhutan,BTN,2017,0.94576234,,7151,
Bhutan,BTN,2022,0.0015388478,,12,
Bolivia,BOL,1997,15.538883,,1264495,
Bolivia,BOL,1999,21.875101,,1846051,
Bolivia,BOL,2000,24.247425,,2083498,
Bolivia,BOL,2001,19.031044,,1664471,
Bolivia,BOL,2002,19.68643,,1752207,
Bolivia,BOL,2004,10.216771,,941606,
Bolivia,BOL,2005,15.606612,,1463492,
Bolivia,BOL,2006,12.494706,,1192328,
Bolivia,BOL,2007,9.466773,,919333,
Bolivia,BOL,2008,8.344567,,824493,
Bolivia,BOL,2009,8.781656,,882672,
Bolivia,BOL,2011,5.298905,,550887,
Bolivia,BOL,2012,6.4679384,,683642,
Bolivia,BOL,2013,5.173073,,555761,
Bolivia,BOL,2014,4.2758923,,466799,
Bolivia,BOL,2015,4.6299644,,513467,
Bolivia,BOL,2016,5.620338,,633020,
Bolivia,BOL,2017,4.9333615,,564156,
Bolivia,BOL,2018,3.274886,,380113,
Bolivia,BOL,2019,1.9205352,,226187,
Bolivia,BOL,2020,3.1215072,,372588,
Bolivia,BOL,2021,1.9645011,,237301,
Bolivia (urban),,1990,1.085,,43633,
Bolivia (urban),,1992,8.736937,,371741,
Bosnia and Herzegovina,BIH,2001,0.325743,,13665,
Bosnia and Herzegovina,BIH,2004,0.18114418,,7505,
Bosnia and Herzegovina,BIH,2007,0.06645851,,2664,
Bosnia and Herzegovina,BIH,2011,0.074978754,,2807,
Botswana,BWA,1985,41.794,,485572,
Botswana,BWA,1993,34.1,,503277,
Botswana,BWA,2002,29.139406,,527991,
Botswana,BWA,2009,17.686708,,364287,
Botswana,BWA,2015,15.426243,,361796,
Brazil,BRA,1981,23.9479,,29975124,
Brazil,BRA,1982,24.424822,,31279672,
Brazil,BRA,1983,30.580912,,40054072,
Brazil,BRA,1984,29.915466,,40053452,
Brazil,BRA,1985,25.75045,,35222284,
Brazil,BRA,1986,12.265663,,17128184,
Brazil,BRA,1987,19.946053,,28416396,
Brazil,BRA,1988,22.418053,,32563110,
Brazil,BRA,1989,20.403696,,30198166,
Brazil,BRA,1990,23.992811,,36158712,
Brazil,BRA,1992,23.291227,,36311204,
Brazil,BRA,1993,22.100883,,35016836,
Brazil,BRA,1995,14.736035,,24095676,
Brazil,BRA,1996,16.00468,,26573710,
Brazil,BRA,1997,15.976236,,26927420,
Brazil,BRA,1998,14.337863,,24523454,
Brazil,BRA,1999,14.968738,,25968708,
Brazil,BRA,2001,13.042174,,23242706,
Brazil,BRA,2002,11.73864,,21185508,
Brazil,BRA,2003,12.605869,,23022010,
Brazil,BRA,2004,11.055812,,20422522,
Brazil,BRA,2005,9.962901,,18610434,
Brazil,BRA,2006,8.2642355,,15604586,
Brazil,BRA,2007,7.870375,,15015059,
Brazil,BRA,2008,6.507662,,12538463,
Brazil,BRA,2009,6.120392,,11905237,
Brazil,BRA,2011,5.32249,,10548393,
Brazil,BRA,2012,4.493511,,8986021,
Brazil,BRA,2013,3.7285519,,7521300,
Brazil,BRA,2014,3.3259485,,6766963,
Brazil,BRA,2015,3.8774729,,7956117,
Brazil,BRA,2016,4.7337537,,9792223,
Brazil,BRA,2017,5.302752,,11056501,
Brazil,BRA,2018,5.3060746,,11151597,
Brazil,BRA,2019,5.4092226,,11455808,
Brazil,BRA,2020,1.9510684,,4159606,
Brazil,BRA,2021,5.834562,,12504996,
Brazil,BRA,2022,3.5053015,,7547388,
Bulgaria,BGR,1992,0,,0,
Bulgaria,BGR,2006,5.8306923,,443192,
Bulgaria,BGR,2007,1.7921898,,135227,
Bulgaria,BGR,2008,1.251184,,93746,
Bulgaria,BGR,2009,1.3057501,,97206,
Bulgaria,BGR,2010,2.0077357,,148484,
Bulgaria,BGR,2011,2.4587572,,180678,
Bulgaria,BGR,2012,2.3094437,,168725,
Bulgaria,BGR,2013,1.7837765,,129593,
Bulgaria,BGR,2014,1.6603086,,119940,
Bulgaria,BGR,2015,3.4196482,,245462,
Bulgaria,BGR,2016,1.966491,,140168,
Bulgaria,BGR,2017,1.3717663,,97065,
Bulgaria,BGR,2018,0.87046057,,61150,
Bulgaria,BGR,2019,0.9236337,,64430,
Bulgaria,BGR,2020,0.24786347,,17187,
Bulgaria,BGR,2021,0.69914126,,48085,
Burkina Faso,BFA,1994,82.079414,,8336608,
Burkina Faso,BFA,1998,79.91789,,8951654,
Burkina Faso,BFA,2003,54.703735,,7128220,
Burkina Faso,BFA,2009,52.64917,,8239606,
Burkina Faso,BFA,2014,39.60286,,7195776,
Burkina Faso,BFA,2018,31.203825,,6450510,
Burkina Faso,BFA,2021,25.277073,,5683460,
Burundi,BDI,1992,75.059006,,4310702,
Burundi,BDI,1998,79.441154,,4852075,
Burundi,BDI,2006,71.844315,,5501974,
Burundi,BDI,2013,65.13289,,6723176,
Burundi,BDI,2020,62.06576,,7615392,
Cameroon,CMR,1996,50.365902,,6837334,
Cameroon,CMR,2001,25.694448,,3980906,
Cameroon,CMR,2007,31.42313,,5735308,
Cameroon,CMR,2014,25.657516,,5721520,
Cameroon,CMR,2021,22.99222,,6363852,
Canada,CAN,1971,2.249591,,494056,
Canada,CAN,1973,1.7485467,,393279,
Canada,CAN,1975,1.4924183,,345394,
Canada,CAN,1977,1.2496604,,296492,
Canada,CAN,1979,1.2497067,,302448,
Canada,CAN,1981,0.7493493,,185988,
Canada,CAN,1982,0.7431093,,186646,
Canada,CAN,1984,0.74983454,,192011,
Canada,CAN,1985,0.49976912,,129151,
Canada,CAN,1986,0.9981897,,260530,
Canada,CAN,1987,0.49968165,,132149,
Canada,CAN,1988,0.74937075,,200770,
Canada,CAN,1989,1.24935,,340782,
Canada,CAN,1990,1.2484578,,345712,
Canada,CAN,1991,1.2476625,,349812,
Canada,CAN,1992,0.7468885,,211902,
Canada,CAN,1993,1.2476294,,357880,
Canada,CAN,1994,0.98957986,,286985,
Canada,CAN,1995,0.74680895,,218832,
Canada,CAN,1996,0.24951783,,73883,
Canada,CAN,1997,0.24771148,,74080,
Canada,CAN,1998,0.49965563,,150672,
Canada,CAN,1999,0.49096304,,149259,
Canada,CAN,2000,0.24782088,,76046,
Canada,CAN,2001,0.24938154,,77360,
Canada,CAN,2002,0.24230576,,75987,
Canada,CAN,2003,0.23710853,,75031,
Canada,CAN,2004,0.2435585,,77794,
Canada,CAN,2005,0.24498986,,78994,
Canada,CAN,2006,0.24914758,,81150,
Canada,CAN,2007,0.24825242,,81648,
Canada,CAN,2008,0.24546228,,81609,
Canada,CAN,2009,0.24430971,,82159,
Canada,CAN,2010,0.248831,,84615,
Canada,CAN,2011,0.2261454,,77657,
Canada,CAN,2012,0.24652141,,85578,
Canada,CAN,2013,0.49648547,,174182,
Canada,CAN,2014,0.24215806,,85815,
Canada,CAN,2015,0.24590448,,87795,
Canada,CAN,2016,0.24871367,,89809,
Canada,CAN,2017,0.24701066,,90271,
Canada,CAN,2018,0.2499711,,92652,
Canada,CAN,2019,0.24863754,,93491,
Cape Verde,CPV,2001,19.574156,,92304,
Cape Verde,CPV,2007,10.567116,,53531,
Cape Verde,CPV,2015,4.5642314,,25202,
Central African Republic,CAF,1992,82.185,,2493178,
Central African Republic,CAF,2008,61.884224,,2764512,
Central African Republic,CAF,2021,65.66651,,3583522,
Chad,TCD,2003,57.790245,,5314602,
Chad,TCD,2011,36.616726,,4510350,
Chad,TCD,2018,30.882942,,4899745,
Chad,TCD,2022,30.845234,,5466798,
Chile,CHL,1987,15.380129,,1955243,
Chile,CHL,1990,10.668008,,1423418,
Chile,CHL,1992,6.699598,,923358,
Chile,CHL,1994,6.7974644,,965966,
Chile,CHL,1996,4.664468,,681734,
Chile,CHL,1998,4.5866966,,687855,
Chile,CHL,2000,5.826292,,894441,
Chile,CHL,2003,5.287876,,838610,
Chile,CHL,2006,2.0453675,,334102,
Chile,CHL,2009,1.6663069,,280497,
Chile,CHL,2011,0.9038751,,155228,
Chile,CHL,2013,0.5171192,,90547,
Chile,CHL,2015,0.4292806,,76713,
Chile,CHL,2017,0.35970792,,66073,
Chile,CHL,2020,1.3415734,,258928,
Chile,CHL,2022,0.39505082,,77445,
China,CHN,1981,91.77853,,912172992,
China,CHN,1984,81.190254,,841800832,
China,CHN,1987,67.38567,,730484224,
China,CHN,1990,71.962074,,816902720,
China,CHN,1993,65.56736,,772672000,
China,CHN,1996,48.185055,,586677120,
China,CHN,1999,46.134586,,577944128,
China,CHN,2002,36.889233,,472329760,
China,CHN,2005,22.254406,,290135136,
China,CHN,2008,17.267706,,228737520,
China,CHN,2010,13.3794565,,178977648,
China,CHN,2011,9.952238,,133861088,
China,CHN,2012,8.316196,,112617096,
China,CHN,2013,2.6820178,,36562340,
China,CHN,2014,1.7436469,,23920394,
China,CHN,2015,0.56426,,7785998,
China,CHN,2016,0.08090368,,1122773,
China,CHN,2017,0,,0,
China,CHN,2018,0,,0,
China,CHN,2019,0,,0,
China,CHN,2020,0,,0,
China,CHN,2021,0,,0,
China (rural),,1981,96.871,,769092992,
China (rural),,1984,88.666,,715196544,
China (rural),,1987,78.375,,643504960,
China (rural),,1990,83.701004,,698919616,
China (rural),,1993,81.542,,681265920,
China (rural),,1996,61.914997,,513248544,
China (rural),,1999,62.647003,,511180096,
China (rural),,2002,54.851,,432448736,
China (rural),,2005,35.628,,266979200,
China (rural),,2008,31.766,,224958496,
China (rural),,2010,26.350998,,178977648,
China (rural),,2011,20.11,,133861080,
China (rural),,2012,17.241,,112617096,
China (rural),,2013,5.708,,36562344,
China (rural),,2014,3.8120003,,23920394,
China (rural),,2015,1.268,,7785998,
China (rural),,2016,0.187,,1122773,
China (rural),,2017,0,,0,
China (rural),,2018,0,,0,
China (rural),,2019,0,,0,
China (rural),,2020,0,,0,
China (rural),,2021,0,,0,
China (urban),,1981,71.558,,143080064,
China (urban),,1984,54.996002,,126604240,
China (urban),,1987,33.074997,,86979328,
China (urban),,1990,39.306,,117983104,
China (urban),,1993,26.651999,,91406072,
China (urban),,1996,18.896,,73428584,
China (urban),,1999,15.286,,66764060,
China (urban),,2002,8.106,,39881008,
China (urban),,2005,4.177,,23155944,
China (urban),,2008,0.61300004,,3779030,
China (urban),,2010,0,,0,
China (urban),,2011,0,,0,
China (urban),,2012,0,,0,
China (urban),,2013,0,,0,
China (urban),,2014,0,,0,
China (urban),,2015,0,,0,
China (urban),,2016,0,,0,
China (urban),,2017,0,,0,
China (urban),,2018,0,,0,
China (urban),,2019,0,,0,
China (urban),,2020,0,,0,
China (urban),,2021,0,,0,
Colombia,COL,1992,9.557514,,3243728,
Colombia,COL,1996,17.57369,,6437695,
Colombia,COL,1999,21.354277,,8239555,
Colombia,COL,2000,17.496916,,6861440,
Colombia,COL,2001,20.995247,,8364060,
Colombia,COL,2002,14.178107,,5735618,
Colombia,COL,2003,13.005037,,5339568,
Colombia,COL,2004,12.007561,,5000941,
Colombia,COL,2005,10.736817,,4533185,
Colombia,COL,2008,11.025411,,4830818,
Colombia,COL,2009,9.602201,,4255112,
Colombia,COL,2010,8.284389,,3712740,
Colombia,COL,2011,6.8281503,,3093760,
Colombia,COL,2012,6.7151165,,3074343,
Colombia,COL,2013,6.111701,,2825924,
Colombia,COL,2014,5.4313827,,2535258,
Colombia,COL,2015,4.925476,,2320871,
Colombia,COL,2016,4.9135303,,2340116,
Colombia,COL,2017,4.33946,,2098202,
Colombia,COL,2018,4.4982615,,2216606,
Colombia,COL,2019,5.2847376,,2652273,
Colombia,COL,2020,9.359861,,4767040,
Colombia,COL,2021,7.334666,,3778568,
Colombia,COL,2022,6.036548,,3131400,
Colombia (urban),,1980,20.945,,3494502,
Colombia (urban),,1988,14.625999,,3133015,
Colombia (urban),,1989,14.002999,,3084791,
Colombia (urban),,1991,12.752,,2967884,
Comoros,COM,2004,14.625825,,84999,
Comoros,COM,2014,18.643723,,133230,
Congo,COG,2005,49.5537,,1820028,
Congo,COG,2011,35.357456,,1651431,
Costa Rica,CRI,1981,25.86,,641673,
Costa Rica,CRI,1986,13.922999,,396506,
Costa Rica,CRI,1989,10.552571,,324914,
Costa Rica,CRI,1990,10.379871,,327823,
Costa Rica,CRI,1991,12.413738,,402132,
Costa Rica,CRI,1992,9.941776,,330260,
Costa Rica,CRI,1993,8.527353,,290388,
Costa Rica,CRI,1994,7.041064,,245673,
Costa Rica,CRI,1995,7.149303,,255434,
Costa Rica,CRI,1996,8.220924,,300576,
Costa Rica,CRI,1997,6.7248263,,251470,
Costa Rica,CRI,1998,5.2241964,,199639,
Costa Rica,CRI,1999,6.818424,,266016,
Costa Rica,CRI,2000,6.9267936,,275630,
Costa Rica,CRI,2001,5.094759,,206502,
Costa Rica,CRI,2002,4.6752872,,192744,
Costa Rica,CRI,2003,4.724285,,197882,
Costa Rica,CRI,2004,4.663471,,198328,
Costa Rica,CRI,2005,3.3339496,,143890,
Costa Rica,CRI,2006,3.3378456,,146137,
Costa Rica,CRI,2007,1.820663,,80838,
Costa Rica,CRI,2008,2.42061,,108974,
Costa Rica,CRI,2009,2.4773993,,113047,
Costa Rica,CRI,2010,1.4892362,,68836,
Costa Rica,CRI,2011,1.7502996,,81913,
Costa Rica,CRI,2012,1.673368,,79261,
Costa Rica,CRI,2013,1.6425788,,78705,
Costa Rica,CRI,2014,1.5053035,,72921,
Costa Rica,CRI,2015,1.5732268,,77013,
Costa Rica,CRI,2016,1.3367381,,66104,
Costa Rica,CRI,2017,1.1723511,,58545,
Costa Rica,CRI,2018,1.5057526,,75901,
Costa Rica,CRI,2019,1.0571395,,53751,
Costa Rica,CRI,2020,2.2913265,,117387,
Costa Rica,CRI,2021,1.2421939,,64022,
Costa Rica,CRI,2022,0.88687354,,45947,
Costa Rica,CRI,2023,0.88261974,,46004,
Cote d'Ivoire,CIV,1985,8.229618,,822279,
Cote d'Ivoire,CIV,1986,4.4354844,,458530,
Cote d'Ivoire,CIV,1987,9.430369,,1011694,
Cote d'Ivoire,CIV,1988,13.449971,,1503937,
Cote d'Ivoire,CIV,1992,27.058142,,3547552,
Cote d'Ivoire,CIV,1995,25.906212,,3704518,
Cote d'Ivoire,CIV,1998,30.364796,,4815550,
Cote d'Ivoire,CIV,2008,34.41735,,6967603,
Cote d'Ivoire,CIV,2015,33.447136,,7892434,
Cote d'Ivoire,CIV,2018,11.502216,,2969961,
Cote d'Ivoire,CIV,2021,9.733192,,2724318,
Croatia,HRV,1988,0,,0,
Croatia,HRV,2009,0.85759926,,36921,
Croatia,HRV,2010,1.2098455,,51968,
Croatia,HRV,2011,0.6253363,,26768,
Croatia,HRV,2012,0.78740203,,33603,
Croatia,HRV,2013,0.72886807,,31018,
Croatia,HRV,2014,0.981814,,41613,
Croatia,HRV,2015,0.5948145,,25004,
Croatia,HRV,2016,0.61599094,,25714,
Croatia,HRV,2017,0.5171488,,21330,
Croatia,HRV,2018,0.4375505,,17886,
Croatia,HRV,2019,0.25992584,,10567,
Croatia,HRV,2020,0.31393388,,12707,
Croatia,HRV,2021,0.3080042,,11947,
Cyprus,CYP,2004,0.094067946,,958,
Cyprus,CYP,2005,0.0063513494,,66,
Cyprus,CYP,2006,0.018198818,,192,
Cyprus,CYP,2007,0.025159188,,270,
Cyprus,CYP,2008,0.008470222,,93,
Cyprus,CYP,2009,0.11196495,,1244,
Cyprus,CYP,2010,0.036670096,,414,
Cyprus,CYP,2011,0.008045135,,92,
Cyprus,CYP,2012,0.0042377994,,49,
Cyprus,CYP,2013,0.09701857,,1132,
Cyprus,CYP,2014,0.0783298,,922,
Cyprus,CYP,2015,0.026797833,,318,
Cyprus,CYP,2016,0.041149013,,493,
Cyprus,CYP,2017,0.032828864,,397,
Cyprus,CYP,2018,0.01650658,,201,
Cyprus,CYP,2019,0.1538318,,1890,
Cyprus,CYP,2020,0.012641975,,156,
Cyprus,CYP,2021,0.0053034704,,66,
Czechia,CZE,1992,0,,0,
Czechia,CZE,1993,0,,0,
Czechia,CZE,1996,0,,0,
Czechia,CZE,2002,0,,0,
Czechia,CZE,2004,0,,0,
Czechia,CZE,2005,0.004932986,,504,
Czechia,CZE,2006,0.06581068,,6738,
Czechia,CZE,2007,0.11590256,,11937,
Czechia,CZE,2008,0.032779835,,3404,
Czechia,CZE,2009,0.012035621,,1257,
Czechia,CZE,2010,0.036178336,,3789,
Czechia,CZE,2011,0.046060845,,4835,
Czechia,CZE,2012,0.032207154,,3385,
